en,fr,it,de,es,ko,kana
Milk Cow Critter,Critter Vachalait,Critter Bovino,Milchkuh-Critter,Critter Lechera,젖소포켓몬,ちちうしポケモン
Happiness Critter,Critter Bonheur,Critter Felicità,Freuden-Critter,Critter Felicidad,행복포켓몬,しあわせポケモン
Thunder Critter,Critter Foudre,Critter Tuono,Donner-Critter,Critter Trueno,우뢰포켓몬,いかずちポケモン
Volcano Critter,Critter Volcan,Critter Vulcano,Vulkan-Critter,Critter Volcán,화산포켓몬,かざんポケモン
Aurora Critter,Critter Aurore,Critter Aurora,Polarlicht-Critter,Critter Aurora,오로라포켓몬,オーロラポケモン
Rock Skin Critter,Critter Peaupierre,Critter Peldisasso,Felshaut-Critter,Critter Piel Roca,바위표면포켓몬,いわはだポケモン
Hard Shell Critter,Critter Carapadure,Critter Guscioduro,Hartschalen-Critter,Critter Caparazón,탄환포켓몬,だんがんポケモン
Armor Critter,Critter Armure,Critter Armatura,Panzer-Critter,Critter Coraza,갑옷포켓몬,よろいポケモン
Diving Critter,Critter Plongeon,Critter Immersione,Taucher-Critter,Critter Buceo,잠수포켓몬,せんすいポケモン
Rainbow Critter,Critter Arcenciel,Critter Arcobaleno,Regenbogen-Critter,Critter Arcoíris,무지개색포켓몬,にじいろポケモン
Time Travel Critter,Critter Temporel,Critter Tempovia,Zeitreise-Critter,Critter Viajetiempo,시간이동포켓몬,ときわたりポケモン
Wood Gecko Critter,Critter Bois Gecko,Critter Legnogeco,Waldgecko-Critter,Critter Geco Bosque,숲도마뱀포켓몬,もりトカゲポケモン
Wood Gecko Critter,Critter Bois Gecko,Critter Legnogeco,Waldgecko-Critter,Critter Geco Bosque,숲도마뱀포켓몬,もりトカゲポケモン
Forest Critter,Critter Forêt,Critter Foresta,Dschungel-Critter,Critter Monte,밀림포켓몬,みつりんポケモン
Chick Critter,Critter Poussin,Critter Pulcino,Küken-Critter,Critter Polluelo,풋내기포켓몬,ひよこポケモン
Young Fowl Critter,Critter Poulet,Critter Rampollo,Kleinhahn-Critter,Critter Ave Corral,꼬마닭포켓몬,わかどりポケモン
Blaze Critter,Critter Ardent,Critter Vampe,Großbrand-Critter,Critter Llameante,맹화포켓몬,もうかポケモン
Mud Fish Critter,Critter Poissonboue,Critter Fango Pesce,Lehmhüpfer-Critter,Critter Pez Lodo,늪물고기포켓몬,ぬまうおポケモン
Mud Fish Critter,Critter Poissonboue,Critter Fango Pesce,Lehmhüpfer-Critter,Critter Pez Lodo,늪물고기포켓몬,ぬまうおポケモン
Mud Fish Critter,Critter Poissonboue,Critter Fango Pesce,Lehmhüpfer-Critter,Critter Pez Lodo,늪물고기포켓몬,ぬまうおポケモン
Bite Critter,Critter Morsure,Critter Morso,Biss,Critter Mordisco,물어뜯기포켓몬,かみつきポケモン
Bite Critter,Critter Morsure,Critter Morso,Biss,Critter Mordisco,물어뜯기포켓몬,かみつきポケモン
Tiny Raccoon Critter,Critter Petit Raton,Critter Procione,Kleindachs-Critter,Critter Mapachito,앙증너구리포켓몬,まめだぬきポケモン
Rushing Critter,Critter Fonceur,Critter Sfrecciante,Sprinter-Critter,Critter Lanzado,돌진포켓몬,とっしんポケモン
Worm Critter,Critter Ver,Critter Baco,Wurm,Critter Gusano,애벌레포켓몬,いもむしポケモン
Cocoon Critter,Critter Cocon,Critter Bozzolo,Kokon,Critter Capullo,번데기포켓몬,さなぎポケモン
Butterfly Critter,Critter Papillon,Critter Farfalla,Falter,Critter Mariposa,나비포켓몬,ちょうちょポケモン
Cocoon Critter,Critter Cocon,Critter Bozzolo,Kokon,Critter Capullo,번데기포켓몬,さなぎポケモン
Poison Moth Critter,Critter Papipoison,Critter Velentarma,Giftmotte,Critter Polilla Ven.,독나방포켓몬,どくがポケモン
Water Weed Critter,Critter Aquaplante,Critter Alga,Wasserlinsen-Critter,Critter Lenteja Agua,개구리밥포켓몬,うきくさポケモン
Jolly Critter,Critter Jovial,Critter Giocoso,Frohmut-Critter,Critter Alegre,명랑함포켓몬,ようきポケモン
Carefree Critter,Critter Insouciant,Critter Spensierato,Sorglos-Critter,Critter Optimista,행복하기포켓몬,のうてんきポケモン
Acorn Critter,Critter Gland,Critter Ghianda,Eichelnuss-Critter,Critter Bellota,도토리포켓몬,どんぐりポケモン
Wily Critter,Critter Malin,Critter Scaltro,Hinterlist-Critter,Critter Astuto,꾀부리기포켓몬,いじわるポケモン
Wicked Critter,Critter Malveillant,Critter Burbero,Verschlagen-Critter,Critter Malvado,부정하기포켓몬,よこしまポケモン
Tiny Swallow Critter,Critter Minirondel,Critter Rondinella,Schwälblein,Critter Pequebuche,아기제비포켓몬,こツバメポケモン
Swallow Critter,Critter Hirondelle,Critter Rondine,Schwalbe,Critter Buche,제비포켓몬,ツバメポケモン
Seagull Critter,Critter Mouette,Critter Gabbiano,Seemöwen-Critter,Critter Gaviota,괭이갈매기포켓몬,うみねこポケモン
Water Bird Critter,Critter Oiseaudo,Critter Alacquatico,Wasservogel-Critter,Critter Ave Agua,물새포켓몬,みずどりポケモン
Feeling Critter,Critter Sentiment,Critter Sensazione,Gefühls-Critter,Critter Sensible,느낌포켓몬,きもちポケモン
Emotion Critter,Critter Émotion,Critter Emozione,Emotions-Critter,Critter Sensorio,감정포켓몬,かんじょうポケモン
Embrace Critter,Critter Étreinte,Critter Abbraccio,Umarmungs-Critter,Critter Envolvente,포용포켓몬,ほうようポケモン
Pond Skater Critter,Critter Maresurfeur,Critter Sfiorapozze,Wassergeher,Critter Zapatero,소금쟁이포켓몬,あめんぼポケモン
Eyeball Critter,Critter Boule Œil,Critter Occhi,Auge,Critter Globocular,안구포켓몬,めだまポケモン
Mushroom Critter,Critter Champignon,Critter Fungo,Pilz,Critter Hongo,버섯포켓몬,きのこポケモン
Mushroom Critter,Critter Champignon,Critter Fungo,Pilz,Critter Hongo,버섯포켓몬,きのこポケモン
Slacker Critter,Critter Flâneur,Critter Ozioso,Faulpelz,Critter Gandul,게으름뱅이포켓몬,なまけものポケモン
Wild Monkey Critter,Critter Turbusinge,Critter Indocile,Wildaffe,Critter Mono Feroz,성난원숭이포켓몬,あばれザルポケモン
Lazy Critter,Critter Fainéant,Critter Pigrizia,Müßig,Critter Holgazán,나태함포켓몬,ものぐさポケモン
Trainee Critter,Critter Apprenti,Critter Novizio,Vorbereiter-Critter,Critter Aprendiz,신참포켓몬,したづみポケモン
Ninja Critter,Critter Ninja,Critter Ninja,Ninja-Critter,Critter Ninja,시노비포켓몬,しのびポケモン
Shed Critter,Critter Exuvie,Critter Cambiapelle,Häutungs-Critter,Critter Muda,허물포켓몬,ぬけがらポケモン
Whisper Critter,Critter Chuchoteur,Critter Sussurro,Flüster-Critter,Critter Susurro,속삭임포켓몬,ささやきポケモン
Big Voice Critter,Critter Grosse Voix,Critter Vocione,Lauthals-Critter,Critter Chillón,큰목소리포켓몬,おおごえポケモン
Loud Noise Critter,Critter Bruit Sourd,Critter Fragore,Krach-Critter,Critter Escandaloso,소음포켓몬,そうおんポケモン
Guts Critter,Critter Tenace,Critter Coraggio,Courage,Critter Valiente,근성포켓몬,こんじょうポケモン
Arm Thrust Critter,Critter Cogneur,Critter Sberletese,Armwurf,Critter Empuje,손바닥치기포켓몬,つっぱりポケモン
Polka Dot Critter,Critter Point Polka,Critter Pois,Gepunktet-Critter,Critter A Topos,물방울포켓몬,みずたまポケモン
Compass Critter,Critter Boussole,Critter Bussola,Kompass,Critter Brújula,콤파스포켓몬,コンパスポケモン
Kitten Critter,Critter Chaton,Critter Micio,Kätzchen,Critter Gatito,작은고양이포켓몬,こねこポケモン
Prim Critter,Critter Guindé,Critter Finezza,Eingebildet,Critter Cursi,새침떼기포켓몬,おすましポケモン
Darkness Critter,Critter Obscurité,Critter Oscurità,Finsternis-Critter,Critter Oscuridad,어둠포켓몬,くらやみポケモン
Deceiver Critter,Critter Trompeur,Critter Inganno,Schwindler-Critter,Critter Tramposo,배반포켓몬,あざむきポケモン
Iron Armor Critter,Critter Armurfer,Critter Corazza,Eisenpanzer-Critter,Critter Coraza Férrea,철갑옷포켓몬,てつヨロイポケモン
Iron Armor Critter,Critter Armurfer,Critter Corazza,Eisenpanzer-Critter,Critter Coraza Férrea,철갑옷포켓몬,てつヨロイポケモン
Iron Armor Critter,Critter Armurfer,Critter Corazza,Eisenpanzer-Critter,Critter Coraza Férrea,철갑옷포켓몬,てつヨロイポケモン
Meditate Critter,Critter Méditation,Critter Meditazione,Meditation,Critter Meditador,명상포켓몬,めいそうポケモン
Meditate Critter,Critter Méditation,Critter Meditazione,Meditation,Critter Meditador,명상포켓몬,めいそうポケモン
Lightning Critter,Critter Orage,Critter Lampo,Gewitter-Critter,Critter Calambre,천둥번개포켓몬,いなずまポケモン
Discharge Critter,Critter Décharge,Critter Scossa,Entladungs-Critter,Critter Descarga,방전포켓몬,ほうでんポケモン
Cheering Critter,Critter Acclameur,Critter Incitamento,Jubel,Critter Ánimo,응원포켓몬,おうえんポケモン
Cheering Critter,Critter Acclameur,Critter Incitamento,Jubel,Critter Ánimo,응원포켓몬,おうえんポケモン
Firefly Critter,Critter Luciole,Critter Lucciola,Glühwürmchen,Critter Luciérnaga,반딧불포켓몬,ほたるポケモン
Firefly Critter,Critter Luciole,Critter Lucciola,Glühwürmchen,Critter Luciérnaga,반딧불포켓몬,ほたるポケモン
Thorn Critter,Critter Épine,Critter Spina,Dorn-Critter,Critter Espina,가시포켓몬,いばらポケモン
Stomach Critter,Critter Estomac,Critter Stomaco,Magen,Critter Estómago,밥통포켓몬,いぶくろポケモン
Poison Bag Critter,Critter Sac Poison,Critter Velenosacco,Giftbeutel,Critter Bolsa Veneno,독봉지포켓몬,どくぶくろポケモン
Savage Critter,Critter Féroce,Critter Feroce,Gnadenlos-Critter,Critter Feroz,사나움포켓몬,どうもうポケモン
Brutal Critter,Critter Brutal,Critter Brutale,Brutal-Critter,Critter Voraz,난폭포켓몬,きょうぼうポケモン
Ball Whale Critter,Critter Baleinboule,Critter Balenottero,Kugelwal-Critter,Critter Ballenabola,둥근고래포켓몬,たまくじらポケモン
Float Whale Critter,Critter Cachabouée,Critter Megabalena,Flutwal-Critter,Critter Ballenaflot,뜸고래포켓몬,うきくじらポケモン
Numb Critter,Critter Engourdi,Critter Torpore,Taubheit,Critter Torpe,둔감포켓몬,どんかんポケモン
Eruption Critter,Critter Éruption,Critter Eruzione,Ausbruch,Critter Erupción,분화포켓몬,ふんかポケモン
Coal Critter,Critter Charbon,Critter Carbone,Kohle-Critter,Critter Carbón,석탄포켓몬,せきたんポケモン
Bounce Critter,Critter Rebond,Critter Molla,Sprungfeder,Critter Saltarín,튀다포켓몬,とびはねポケモン
Manipulate Critter,Critter Magouilleur,Critter Raggiro,Manipulator,Critter Manipulador,조작포켓몬,あやつりポケモン
Spot Panda Critter,Critter Panda Tache,Critter Macchipanda,Punkt-Panda,Critter Panda Topos,얼룩팬더포켓몬,ぶちパンダポケモン
Ant Pit Critter,Critter Piégeur,Critter Trappola,Ameisenlöwen-Critter,Critter Hormiga León,개미지옥포켓몬,ありじごくポケモン
Vibration Critter,Critter Vibration,Critter Vibrazione,Vibrations-Critter,Critter Vibrante,진동포켓몬,しんどうポケモン
Mystic Critter,Critter Mystique,Critter Magico,Mystik-Critter,Critter Místico,정령포켓몬,せいれいポケモン
Cactus Critter,Critter Cactus,Critter Cactus,Kaktus,Critter Cactus,선인장포켓몬,サボテンポケモン
Scarecrow Critter,Critter Épouvantail,Critter Spavento,Vogelschock,Critter Espantajo,허수아비포켓몬,カカシぐさポケモン
Cotton Bird Critter,Critter Oiseaucoton,Critter Alidicotone,Wollvogel-Critter,Critter Ave Algodón,솜새포켓몬,わたどりポケモン
Humming Critter,Critter Virevolteur,Critter Canterino,Summsel-Critter,Critter Cantor,허밍포켓몬,ハミングポケモン
Cat Ferret Critter,Critter Chat Furet,Critter Furogatto,Frettkatz,Critter Gato Hurón,고양이족제비포켓몬,ネコイタチポケモン
Fang Snake Critter,Critter Serpacroc,Critter Zannaserpe,Reißzahn,Critter Colmillos,송곳뱀포켓몬,キバへびポケモン
Meteorite Critter,Critter Météorite,Critter Meteorite,Meteoriten-Critter,Critter Meteorito,별똥별포켓몬,いんせきポケモン
Meteorite Critter,Critter Météorite,Critter Meteorite,Meteoriten-Critter,Critter Meteorito,별똥별포켓몬,いんせきポケモン
Whiskers Critter,Critter Barbillon,Critter Baffetti,Barthaar-Critter,Critter Bigotudo,수염물고기포켓몬,ひげうおポケモン
Whiskers Critter,Critter Barbillon,Critter Baffetti,Barthaar-Critter,Critter Bigotudo,수염물고기포켓몬,ひげうおポケモン
Ruffian Critter,Critter Brute,Critter Birbone,Grobian-Critter,Critter Rufián,건달포켓몬,ごろつきポケモン
Rogue Critter,Critter Crapule,Critter Canaglia,Schlingel-Critter,Critter Granuja,불량배포켓몬,ならずものポケモン
Clay Doll Critter,Critter Poupargile,Critter Argilla,Lehmpuppen-Critter,Critter Muñeca Barro,토우포켓몬,どぐうポケモン
Clay Doll Critter,Critter Poupargile,Critter Argilla,Lehmpuppen-Critter,Critter Muñeca Barro,토우포켓몬,どぐうポケモン
Sea Lily Critter,Critter Lis d’Eau,Critter Fiordimare,Seeanemonen-Critter,Critter Lirio de Mar,바다나리포켓몬,ウミユリポケモン
Barnacle Critter,Critter Bernacle,Critter Lepade,Rankfüßer-Critter,Critter Percebe,바위단지포켓몬,いわつぼポケモン
Old Shrimp Critter,Critter Crustage,Critter Primaceo,Urgarnelen-Critter,Critter Camarón,고대새우포켓몬,むかしエビポケモン
Plate Critter,Critter Blindage,Critter Piastre,Schild-Critter,Critter Armadura,갑주포켓몬,かっちゅうポケモン
Fish Critter,Critter Poisson,Critter Pesce,Fisch-Critter,Critter Pez,물고기포켓몬,さかなポケモン
Tender Critter,Critter Tendre,Critter Tenerezza,Zartheits-Critter,Critter Tierno,사랑포켓몬,いつくしみポケモン
Weather Critter,Critter Climat,Critter Meteo,Wetter,Critter Clima,날씨포켓몬,てんきポケモン
Color Swap Critter,Critter Multicolor,Critter Mutacolore,Farbenspiel,Critter Camaleónico,색변화포켓몬,いろへんげポケモン
Puppet Critter,Critter Poupée,Critter Pupazzo,Puppe,Critter Títere,인형포켓몬,にんぎょうポケモン
Marionette Critter,Critter Marionnette,Critter Marionetta,Marionette,Critter Marioneta,봉제인형포켓몬,ぬいぐるみポケモン
Requiem Critter,Critter Requiem,Critter Requiem,Requiem-Critter,Critter Réquiem,마중포켓몬,おむかえポケモン
Beckon Critter,Critter Appel,Critter Ipnosguardo,Wink-Critter,Critter Atrayente,손짓포켓몬,てまねきポケモン
Fruit Critter,Critter Fruit,Critter Frutto,Obst,Critter Fruto,후르츠포켓몬,フルーツポケモン
Wind Chime Critter,Critter Carillon,Critter Vencampana,Windspiel,Critter Sonido Aire,풍경포켓몬,ふうりんポケモン
Disaster Critter,Critter Désastre,Critter Catastrofe,Desaster-Critter,Critter Catástrofe,재난포켓몬,わざわいポケモン
Bright Critter,Critter Ravi,Critter Brillante,Strahlekind-Critter,Critter Radiante,명랑포켓몬,ほがらかポケモン
Snow Hat Critter,Critter Capuche,Critter Cappelneve,Schneehut-Critter,Critter Gorro Nieve,눈우산포켓몬,ゆきかさポケモン
Face Critter,Critter Face,Critter Tuttomuso,Antlitz-Critter,Critter Cara,얼굴포켓몬,がんめんポケモン
Clap Critter,Critter Clap Clap,Critter Rotolante,Applaus-Critter,Critter Aplauso,손뼉포켓몬,てたたきポケモン
Ball Roll Critter,Critter Roule Boule,Critter Rotapalla,Spielball-Critter,Critter Rodabola,공돌리기포켓몬,たままわしポケモン
Ice Break Critter,Critter Brise Glace,Critter Spaccagelo,Eisbrecher-Critter,Critter Rompehielo,얼음깨기포켓몬,こおりわりポケモン
Bivalve Critter,Critter Bivalve,Critter Bivalve,Muschel,Critter Bivalvo,두조개포켓몬,２まいがいポケモン
Deep Sea Critter,Critter Abysse,Critter Abissi,Tiefsee,Critter Abisal,깊은바다포켓몬,しんかいポケモン
South Sea Critter,Critter Mer du Sud,Critter Sudmarino,Südsee,Critter Mar del Sur,남해포켓몬,なんかいポケモン
Longevity Critter,Critter Longévité,Critter Longevità,Bestand-Critter,Critter Longevo,장수포켓몬,ちょうじゅポケモン
Rendezvous Critter,Critter Rendezvous,Critter Rendezvous,Rendezvous,Critter Cita,랑데부포켓몬,ランデブーポケモン
Rock Head Critter,Critter Tête de Roc,Critter Rocciotesta,Steinhaupt-Critter,Critter Cabeza Roca,돌머리포켓몬,いしあたまポケモン
Endurance Critter,Critter Endurant,Critter Resistenza,Durchsteher-Critter,Critter Resistencia,인내포켓몬,にんたいポケモン
Dragon Critter,Critter Dragon,Critter Drago,Drachen-Critter,Critter Dragón,드래곤포켓몬,ドラゴンポケモン
Iron Ball Critter,Critter Boulefer,Critter Ferrosfera,Eisenkugel-Critter,Critter Bola Hierro,철공포켓몬,てっきゅうポケモン
Iron Claw Critter,Critter Pincefer,Critter Ferrunghia,Eisenklauen-Critter,Critter Garra Hierro,철발톱포켓몬,てつツメポケモン
Iron Leg Critter,Critter Pattefer,Critter Ferrarto,Eisenfuß-Critter,Critter Pata Hierro,무쇠다리포켓몬,てつあしポケモン
Rock Peak Critter,Critter Pic Rocheux,Critter Picco,Steingipfel-Critter,Critter Pico Roca,바위산포켓몬,いわやまポケモン
Iceberg Critter,Critter Iceberg,Critter Iceberg,Eisberg-Critter,Critter Iceberg,빙산포켓몬,ひょうざんポケモン
Iron Critter,Critter Fer,Critter Ferro,Eisen-Critter,Critter Hierro,쇠철포켓몬,くろがねポケモン
Eon Critter,Critter Éon,Critter Eone,Äon-Critter,Critter Eón,무한포켓몬,むげんポケモン
Eon Critter,Critter Éon,Critter Eone,Äon-Critter,Critter Eón,무한포켓몬,むげんポケモン
Sea Basin Critter,Critter Bassinmarin,Critter Oceano,Seegründler-Critter,Critter Cuenca Mar,해저포켓몬,かいていポケモン
Continent Critter,Critter Continent,Critter Continente,Kontinent-Critter,Critter Continente,대륙포켓몬,たいりくポケモン
Sky High Critter,Critter Cieux,Critter Stratosfera,Himmelhoch-Critter,Critter Cielo,천공포켓몬,てんくうポケモン
Wish Critter,Critter Souhait,Critter Desiderio,Wünscher-Critter,Critter Deseo,희망사항포켓몬,ねがいごとポケモン
DNA Critter,Critter ADN,Critter DNA,DNS,Critter ADN,DNA포켓몬,ＤＮＡポケモン
Tiny Leaf Critter,Critter Minifeuille,Critter Fogliolina,Winziglaub,Critter Hojita,어린잎포켓몬,わかばポケモン
Grove Critter,Critter Bosquet,Critter Boschetto,Hain,Critter Arboleda,나무숲포켓몬,こだちポケモン
Continent Critter,Critter Continent,Critter Continente,Kontinent,Critter Continente,대륙포켓몬,たいりくポケモン
Chimp Critter,Critter Chimpanzé,Critter Scimpanzé,Schimpanse,Critter Chimpancé,꼬마원숭이포켓몬,こざるポケモン
Playful Critter,Critter Garnement,Critter Briccone,Verspielt,Critter Juguetón,개구쟁이포켓몬,やんちゃポケモン
Flame Critter,Critter Flamme,Critter Fiamma,Flamme,Critter Llama,화염포켓몬,かえんポケモン
Penguin Critter,Critter Pingouin,Critter Pinguino,Pinguin,Critter Pingüino,펭귄포켓몬,ペンギンポケモン
Penguin Critter,Critter Pingouin,Critter Pinguino,Pinguin,Critter Pingüino,펭귄포켓몬,ペンギンポケモン
Emperor Critter,Critter Empereur,Critter Imperatore,Kaiser,Critter Emperador,황제포켓몬,こうていポケモン
Starling Critter,Critter Étourneau,Critter Storno,Star,Critter Estornino,찌르레기포켓몬,むくどりポケモン
Starling Critter,Critter Étourneau,Critter Storno,Star,Critter Estornino,찌르레기포켓몬,むくどりポケモン
Predator Critter,Critter Rapace,Critter Rapace,Raubtier,Critter Depredador,맹금포켓몬,もうきんポケモン
Plump Mouse Critter,Critter Souridodue,Critter Topaffuto,Dickmaus,Critter Gran Ratón,둥글쥐포켓몬,まるねずみポケモン
Beaver Critter,Critter Castor,Critter Castoro,Biber,Critter Castor,비버포켓몬,ビーバーポケモン
Cricket Critter,Critter Criquet,Critter Grillo,Zirper,Critter Grillo,귀뚜라미포켓몬,こおろぎポケモン
Cricket Critter,Critter Criquet,Critter Grillo,Zirper,Critter Grillo,귀뚜라미포켓몬,こおろぎポケモン
Flash Critter,Critter Flash,Critter Baleno,Flacker-Critter,Critter Flash,섬광포켓몬,せんこうポケモン
Spark Critter,Critter Étincelle,Critter Favilla,Funken-Critter,Critter Chispa,전광포켓몬,でんこうポケモン
Gleam Eyes Critter,Critter Brillœil,Critter Occhiluce,Glühaugen-Critter,Critter Chispa Ojos,안광포켓몬,がんこうポケモン
Bud Critter,Critter Bourgeon,Critter Germoglio,Knospen-Critter,Critter Brote,꽃봉오리포켓몬,つぼみポケモン
Bouquet Critter,Critter Bouquet,Critter Floreale,Blumenstrauß-Critter,Critter Ramillete,부케포켓몬,ブーケポケモン
Head Butt Critter,Critter Coud’Boule,Critter Cranioso,Kopfstoß,Critter Cabezazo,박치기포켓몬,ずつきポケモン
Head Butt Critter,Critter Coud’Boule,Critter Cranioso,Kopfstoß,Critter Cabezazo,박치기포켓몬,ずつきポケモン
Shield Critter,Critter Bouclier,Critter Schermo,Schutzschild,Critter Escudo,실드포켓몬,シールドポケモン
Shield Critter,Critter Bouclier,Critter Schermo,Schutzschild,Critter Escudo,실드포켓몬,シールドポケモン
Bagworm Critter,Critter Ver Caché,Critter Larva,Beutelwurm,Critter Larva,도롱이벌레포켓몬,みのむしポケモン
Bagworm Critter,Critter Ver Caché,Critter Larva,Beutelwurm,Critter Larva,도롱이벌레포켓몬,みのむしポケモン
Moth Critter,Critter Phalène,Critter Falena,Motte,Critter Polilla,나방포켓몬,ミノガポケモン
Tiny Bee Critter,Critter Miniabeille,Critter Apetta,Kleinbienen-Critter,Critter Abejita,꼬마벌포켓몬,はちのこポケモン
Beehive Critter,Critter Ruche,Critter Alveare,Bienenstock-Critter,Critter Colmena,벌집포켓몬,はちのすポケモン
EleSquirrel Critter,Critter Écurélec,Critter Elescoiatto,Elektrohörnchen,Critter Ardillalec,전기다람쥐포켓몬,でんきりすポケモン
Sea Weasel Critter,Critter Aquabelette,Critter Maridonnola,Meereswiesel,Critter Nutria Mar.,바다족제비포켓몬,うみイタチポケモン
Sea Weasel Critter,Critter Aquabelette,Critter Maridonnola,Meereswiesel,Critter Nutria Mar.,바다족제비포켓몬,うみイタチポケモン
Cherry Critter,Critter Cerise,Critter Ciliegia,Kirschen-Critter,Critter Cereza,버찌포켓몬,さくらんぼポケモン
Blossom Critter,Critter Floraison,Critter Bocciolo,Blüten-Critter,Critter Floración,벚꽃포켓몬,サクラポケモン
Sea Slug Critter,Critter Aqualimace,Critter Lumacomare,Seeschnecken-Critter,Critter Babosa Marina,갯민숭달팽이포켓몬,ウミウシポケモン
Sea Slug Critter,Critter Aqualimace,Critter Lumacomare,Seeschnecken-Critter,Critter Babosa Marina,갯민숭달팽이포켓몬,ウミウシポケモン
Long Tail Critter,Critter Longqueue,Critter Lungacoda,Langschweif,Critter Cola Larga,긴꼬리포켓몬,おながポケモン
Balloon Critter,Critter Bouboule,Critter Pallone,Ballon-Critter,Critter Globo,풍선포켓몬,ふうせんポケモン
Blimp Critter,Critter Ballon,Critter Dirigibile,Luftschiff-Critter,Critter Dirigible,기구포켓몬,ききゅうポケモン
Rabbit Critter,Critter Lapin,Critter Coniglio,Hasen-Critter,Critter Conejo,토끼포켓몬,うさぎポケモン
Rabbit Critter,Critter Lapin,Critter Coniglio,Hasen-Critter,Critter Conejo,토끼포켓몬,うさぎポケモン
Magical Critter,Critter Magique,Critter Stregone,Magisch,Critter Mágico,매지컬포켓몬,マジカルポケモン
Big Boss Critter,Critter Big Boss,Critter Grancapo,Anführer,Critter Gran Jefe,큰형님포켓몬,おおボスポケモン
Catty Critter,Critter Chafouin,Critter Felide,Fies,Critter Gastuto,내숭포켓몬,ねこかぶりポケモン
Tiger Cat Critter,Critter Chatigre,Critter Gattotigre,Tigerkatze,Critter Tigre Gato,얼룩고양이포켓몬,とらねこポケモン
Bell Critter,Critter Clochette,Critter Sonaglio,Glöckchen,Critter Campana,방울포켓몬,すずポケモン
Skunk Critter,Critter Moufette,Critter Moffetta,Stinktier-Critter,Critter Mofeta,스컹크포켓몬,スカンクポケモン
Skunk Critter,Critter Moufette,Critter Moffetta,Stinktier-Critter,Critter Mofeta,스컹크포켓몬,スカンクポケモン
Bronze Critter,Critter Bronze,Critter Bronzo,Bronze-Critter,Critter Bronce,청동포켓몬,せいどうポケモン
Bronze Bell Critter,Critter Clochebronze,Critter Squibronzo,Bronzeglocken-Critter,Critter Campana Bronce,동탁포켓몬,どうたくポケモン
Bonsai Critter,Critter Bonsaï,Critter Bonsai,Bonsai-Critter,Critter Bonsái,분재포켓몬,ぼんさいポケモン
Mime Critter,Critter Mime,Critter Mimo,Mimen-Critter,Critter Mimo,따라하기포켓몬,マイムポケモン
Playhouse Critter,Critter Maisonjouet,Critter Ovettino,Spielhaus-Critter,Critter Casita,소꿉놀이포켓몬,ままごとポケモン
Music Note Critter,Critter Note Musique,Critter Musicale,Musiknote,Critter Corchea,음표포켓몬,おんぷポケモン
Forbidden Critter,Critter Interdit,Critter Proibito,Verboten-Critter,Critter Prohibido,봉인포켓몬,ふういんポケモン
Land Shark Critter,Critter Terrequin,Critter Squaloterra,Landhai-Critter,Critter Terrascualo,육지상어포켓몬,りくザメポケモン
Cave Critter,Critter Caverne,Critter Grotta,Höhlen-Critter,Critter Cueva,동굴포켓몬,ほらあなポケモン
Mach Critter,Critter Supersonic,Critter Mach,Rasanz-Critter,Critter Mach,마하포켓몬,マッハポケモン
Big Eater Critter,Critter Goinfre,Critter Ghiottone,Nimmersatt-Critter,Critter Comilón,대식가포켓몬,おおぐいポケモン
Emanation Critter,Critter Émanation,Critter Emanazione,Wellenspiel-Critter,Critter Emanación,파문포켓몬,はもんポケモン
Aura Critter,Critter Aura,Critter Aura,Aura-Critter,Critter Aura,파동포켓몬,はどうポケモン
Hippo Critter,Critter Hippo,Critter Ippo,Flusspferd-Critter,Critter Hipo,하마포켓몬,カバポケモン
Heavyweight Critter,Critter Poids Lourd,Critter Grandepeso,Schwergewichts-Critter,Critter Peso Pesado,중량포켓몬,じゅうりょうポケモン
Scorpion Critter,Critter Scorpion,Critter Scorpione,Skorpion-Critter,Critter Escorpión,전갈포켓몬,さそりポケモン
Ogre Scorpion Critter,Critter Scorpogre,Critter Scorpiaccio,Ogerskorpion-Critter,Critter Escorpiogro,요괴전갈포켓몬,ばけさそりポケモン
Toxic Mouth Critter,Critter Toxique,Critter Inveieleno,Giftmund-Critter,Critter Boca Tóxica,독설포켓몬,どくづきポケモン
Toxic Mouth Critter,Critter Toxique,Critter Inveieleno,Giftmund-Critter,Critter Boca Tóxica,독설포켓몬,どくづきポケモン
Bug Catcher Critter,Critter Chopinsecte,Critter Insettivoro,Käfertod,Critter Caza Bichos,벌레잡이포켓몬,むしとりポケモン
Wing Fish Critter,Critter Poisson Ailé,Critter Pescealato,Flügelfisch,Critter Pez Ala,비어포켓몬,はねうおポケモン
Neon Critter,Critter Néon,Critter Neon,Neon,Critter Neón,네온포켓몬,ネオンポケモン
Kite Critter,Critter Cervolant,Critter Aquilone,Flugrochen-Critter,Critter Milano,연포켓몬,カイトポケモン
Frost Tree Critter,Critter Arbregelé,Critter Albergelo,Frostbaum-Critter,Critter Árbol Nieve,얼음나무포켓몬,じゅひょうポケモン
Frost Tree Critter,Critter Arbregelé,Critter Albergelo,Frostbaum-Critter,Critter Árbol Nieve,얼음나무포켓몬,じゅひょうポケモン
Sharp Claw Critter,Critter Grifacérée,Critter Lamartigli,Stichklauen-Critter,Critter Garra Filo,갈고리손톱포켓몬,かぎづめポケモン
